,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,full_text,full_text_cleaned,scores_sum,sentences,scores
2410,2410,1.0,0.2222,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['showcas', 'newest', 'aeb', 'system', 'updat', 'power', 'system', 'featur', 'includ', 'auto', 'brake', 'pedestrian', 'cyclist', 'serv', 'brain', 'futur', 'drive', 'technolog', 'automotivesecur']","@Tesla showcases its newest AEB system update, powered by their Autopilot system. Features include auto-braking for pedestrians and cyclists. Autopilot will serve as the “brain” of Tesla's future #autonomous driving technology. #AutomotiveSecurity https://t.co/eKa2UpQLWe https://t.co/zHgxWTh5hX",showcas newest aeb system updat power system featur includ auto brake pedestrian cyclist serv brain futur drive technolog automotivesecur,0.996,"['showcases its newest AEB system update, powered by their Autopilot system.', 'Features include auto-braking for pedestrians and cyclists.', ""Autopilot will serve as the “brain” of Tesla's future autonomous driving technology.""]","[1.0, 0.991, 0.997]"
2411,2411,0.0,0.257,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['sinc', 'anoth', 'person', 'die', 'other', 'injur', 'mani', 'act', 'reckless', 'result', 'give', 'owner', 'percept', 'vehicl', 'capabl', 'self', 'drive', 'group', 'said', 'clear']","Since then, “another person has died, others have been injured, and many more have acted recklessly as a result of Tesla giving owners the perception that a Tesla with ‘Autopilot’ is an autonomous vehicle capable of self-driving,” the groups said.... “To be clear, it is not.”",sinc anoth person die other injur mani act reckless result give owner percept vehicl capabl self drive group said clear,-0.996,"['Since then, “another person has died, others have been injured, and many more have acted recklessly as a result of Tesla giving owners the perception that a Tesla with ‘Autopilot’ is an autonomous vehicle capable of self-driving,” the groups said....', '“To be clear, it is not.”']","[-0.995, -0.996]"
2412,2412,2.0,0.2639,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['safeti', 'group', 'want', 'ftc', 'state', 'probe', 'system', 'market', 'effort', 'two', 'consum', 'safeti', 'group', 'call', 'feder', 'state', 'investig', 'semi', 'technolog', 'wake', 'sever', 'fatal', 'crash', 'link']","Safety groups want FTC, state probes of Tesla's Autopilot system–and its marketing efforts: Two consumer safety groups are calling for federal and state investigations of Tesla's semi-autonomous technology in the wake of several fatal crashes linked to… https://t.co/wO4M7kmRmf",safeti group want ftc state probe system market effort two consum safeti group call feder state investig semi technolog wake sever fatal crash link,-0.784,"[""Safety groups want FTC, state probes of Tesla's Autopilot system–and its marketing efforts: Two consumer safety groups are calling for federal and state investigations of Tesla's semi-autonomous technology in the wake of several fatal crashes linked to…""]",[-0.784]
2413,2413,3.0,0.277,"drive, full, level, 2, musk, elon, year, call, 5, claim","['worth', 'note', 'offer', 'larg', 'consid', 'joke', 'within', 'vehicl', 'industri', 'like', 'incomplet', 'featur', 'set', 'sold', 'full', 'self', 'drive', 'blame', 'fall', 'driver', 'misunderstand', 'kill', 'use']","Worth noting that Tesla's offerings are largely considered a joke within the autonomous vehicle industry - this will likely be an incomplete feature set sold as ""full self driving"" then blame will fall to drivers who misunderstand and are killed using it, same as autopilot",worth note offer larg consid joke within vehicl industri like incomplet featur set sold full self drive blame fall driver misunderstand kill use,-0.998,"['Worth noting that Tesla\'s offerings are largely considered a joke within the autonomous vehicle industry - this will likely be an incomplete feature set sold as ""full self driving"" then blame will fall to drivers who misunderstand and are killed using it, same as autopilot']",[-0.998]
2414,2414,0.0,0.2698,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['richard', 'fulli', 'vehicl', 'state', 'mani', 'time', 'video', 'show', 'dumbass', 'decid', 'sleep', 'wheel', 'period']","Richard, Tesla's ""AutoPilot"" is NOT Fully Autonomous Vehicle. Tesla has stated this many times. Your video shows you being a dumbass for deciding to sleep at the wheel. Period. https://t.co/pfYqhYJ2XN",richard fulli vehicl state mani time video show dumbass decid sleep wheel period,-0.083,"['Richard, Tesla\'s ""AutoPilot"" is NOT Fully Autonomous Vehicle.', 'Tesla has stated this many times.', 'Your video shows you being a dumbass for deciding to sleep at the wheel.', 'Period.']","[-1.0, 0.992, -0.992, 0.668]"
2415,2415,0.0,0.2514,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['tsla', '1', 'mislead', 'peopl', 'think', 'system', 'fulli', 'think', 'got', 'idea', 'mani', 'peopl', 'need', 'die', 'elon']","$TSLA -1/@Tesla and @elonmusk misleads people to think their Autopilot system is fully autonomous.

@NTSB, Where do you think they got this idea from?  How many more people need to die because of Elon? https://t.co/juxb7JgPRX",tsla 1 mislead peopl think system fulli think got idea mani peopl need die elon,-0.332,"['$TSLA -1/@Tesla and misleads people to think their Autopilot system is fully autonomous.', 'Where do you think they got this idea from?', 'How many more people need to die because of Elon?']","[-0.999, -0.992, 0.994]"
2416,2416,2.0,0.2725,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['speak', 'econom', 'club', 'florida', 'tech', 'guru', 'grayson', 'brult', 'deem', 'legislatur', 'legal', 'self', 'drive', 'car', 'remark', 'special', 'flip', 'side', 'two', 'fatal', 'crash', 'involv', 'featur', 'occur', 'fl']","Speaking before the Economic Club of Florida, autonomous tech guru Grayson Brulte deems the legislature’s legalization of self-driving cars “remarkably special.” On the flip side: two fatal crashes involving @Tesla’s ‘autopilot’ feature have occurred in FL. https://t.co/FxMVUCrA4m",speak econom club florida tech guru grayson brult deem legislatur legal self drive car remark special flip side two fatal crash involv featur occur fl,-0.066,"['Speaking before the Economic Club of Florida, autonomous tech guru Grayson Brulte deems the legislature’s legalization of self-driving cars “remarkably special.”', 'On the flip side: two fatal crashes involving ‘autopilot’ feature have occurred in FL.']","[0.861, -0.993]"
2417,2417,4.0,0.2725,"car, vehicl, featur, make, road, requir, mile, current, accid, 1","['7', 'autonomi', 'happen', 'question', 'almost', 'total', 'depend', 'scale', 'data', 'set', '1', 'billion', 'mile', 'data', 'travel', 'comparison', 'googl', 'waymo', 'reach', '10', 'million', 'mile', 'octob', '2018']","@sumz @barronsonline 7/ Autonomy is happening, it's not a question of 'If' but 'When', and it's almost totally dependent on the scale of the data-set. *Tesla has 1 Billion miles of data traveled in Autopilot. By comparison, Google’s Waymo reached 10 million autonomous miles in October of 2018.*",7 autonomi happen question almost total depend scale data set 1 billion mile data travel comparison googl waymo reach 10 million mile octob 2018,-0.329,"[""7/ Autonomy is happening, it's not a question of 'If' but 'When', and it's almost totally dependent on the scale of the data-set."", '*Tesla has 1 Billion miles of data traveled in Autopilot.', 'By comparison, Google’s Waymo reached 10 million autonomous miles in October of 2018.*']","[-0.999, 0.998, -0.986]"
2418,2418,1.0,0.2604,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['let', 'test', 'elonmusk', 'imposs', 'creat', 'l4', 'use', 'public', 'shadow', 'safeti', 'drive', 'develop', 'use', 'real', 'world', 'better', 'proper', 'simul', 'vehicl', 'develop', 'nonsens']","@Japistani @elonmusk @neuralink So let's test it-@elonmusk @Tesla it is IMPOSSIBLE to create your L4 Autopilot using public shadow/safety driving for most of the development-----Using the Real World is better than Proper Simulation for Autonomous Vehicle Development - NONSENSE
https://t.co/NAjrg7qu1v",let test elonmusk imposs creat l4 use public shadow safeti drive develop use real world better proper simul vehicl develop nonsens,-1.0,"[""So let's test it-@elonmusk it is IMPOSSIBLE to create your L4 Autopilot using public shadow/safety driving for most of the development-----Using the Real World is better than Proper Simulation for Autonomous Vehicle Development - NONSENSE""]",[-1.0]
2419,2419,2.0,0.3501,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['releas', 'new', 'safeti', 'fire', 'report', 'data', 'show', 'improv', 'selfdriv', 'uber', 'lyft', 'carshar', 'lidar', 'radar', 'processor', 'smartciti', 'smartcar', 'gigeconomi', 'waymo', 'googl', 'alphabet', 'iot', 'robot', 'insur']","Tesla releases new Autopilot safety and fire report, data shows improvements https://t.co/aLwOma5sKl

#Autonomous #selfdriving #uber #lyft #carsharing #lidar #radar #processor #smartcity #smartcar #gigeconomy #waymo #google #alphabet #iot #robot #insurance https://t.co/agkBtFy35C",releas new safeti fire report data show improv selfdriv uber lyft carshar lidar radar processor smartciti smartcar gigeconomi waymo googl alphabet iot robot insur,0.943,"['Tesla releases new Autopilot safety and fire report, data shows improvements Autonomous selfdriving uber lyft carsharing lidar radar processor smartcity smartcar gigeconomy waymo google alphabet iot robot insurance']",[0.943]
2420,2420,0.0,0.2105,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['major', 'issu', 'turn', 'sad', 'stori', 'mani', 'level']","@TheAdaptedMind If autopilot was on, then this will be a major autonomous issue. Tesla will have to turn it off. This is such a sad story on so many levels.",major issu turn sad stori mani level,-0.478,"['If autopilot was on, then this will be a major autonomous issue.', 'Tesla will have to turn it off.', 'This is such a sad story on so many levels.']","[-0.999, -1.0, 0.566]"
2421,2421,0.0,0.2822,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['rent', 'speed', 'ran', 'red', 'light', 'kill', 'man', 'critic', 'injur', 'wife', 'semi', 'mode', 'polic', 'say']","Rented Tesla that was speeding when it ran red light and killed a man, critically injured his wife was not on semi-autonomous Autopilot mode, police say https://t.co/EAVPoousK6",rent speed ran red light kill man critic injur wife semi mode polic say,-0.996,"['Rented Tesla that was speeding when it ran red light and killed a man, critically injured his wife was not on semi-autonomous Autopilot mode, police say']",[-0.996]
2422,2422,0.0,0.2222,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['thank', 'report', 'word', 'end', 'sfpd', 'featur', 'mode', 'despit', 'otherwis', 'decept', 'market', 'even', 'state', 'product', 'page']","@TheBestNuala Thanks for reporting this. Was the wording at the end from SFPD? Tesla's ""Autopilot"" feature is not an ""autonomous mode"" (despite otherwise deceptive marketing, even Tesla states this on their product page https://t.co/Fbft7NZv8v) https://t.co/89G9XB17Rj",thank report word end sfpd featur mode despit otherwis decept market even state product page,-0.341,"['Thanks for reporting this.', 'Was the wording at the end from SFPD?', 'Tesla\'s ""Autopilot"" feature is not an ""autonomous mode"" (despite otherwise deceptive marketing, even Tesla states this on their product page']","[0.973, -0.999, -0.996]"
2423,2423,3.0,0.2372,"drive, full, level, 2, musk, elon, year, call, 5, claim","['waymo', 'ceo', 'john', 'krafcik', 'explain', 'danger', 'semi', 'system', 'level', '2', 'system', 'like', 'handl', 'drive', 'task', 'still', 'requir', 'driver', 'pay', 'attent', 'sometim', 'take', 'back', 'control', 'car', 'tsa', 'tslaq']","Waymo CEO John Krafcik explains danger of semi-autonomous systems Level 2 autonomous systems, like Tesla Autopilot, can handle some driving tasks but still require a driver to pay attention and sometimes take back control of the car. $tsa $tslaq #tesla https://t.co/NFkU0v4gco",waymo ceo john krafcik explain danger semi system level 2 system like handl drive task still requir driver pay attent sometim take back control car tsa tslaq,-0.838,"['Waymo CEO John Krafcik explains danger of semi-autonomous systems Level 2 autonomous systems, like Tesla Autopilot, can handle some driving tasks but still require a driver to pay attention and sometimes take back control of the car.', '$tsa $tslaq tesla']","[-0.986, -0.69]"
2424,2424,2.0,0.4028,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['arrivo', 'aumenti', 'di', 'prezzo', 'per', 'l', 'electricvehicl', 'guidaautonoma', 'smartciti', 'ai', 'iot', 'robot', 'tech', '5g', 'driverless', 'selfdriv', 'selfdrivingcar', 'startup', 'technolog', 'driverlesscar', 'robot', 'startup', 'transport', 'mobil']","#Tesla, in arrivo aumenti di prezzo per l’Autopilot

https://t.co/Ixsj4OlHvK
#electricvehicles #guidaautonoma #autonomous #SmartCity #AI #IoT #Robotics #tech #5G #driverless #selfdriving #SelfDrivingCars #startup #technology #DriverlessCars #Robots #startups #transport #mobility https://t.co/74ltMmuQKE",arrivo aumenti di prezzo per l electricvehicl guidaautonoma smartciti ai iot robot tech 5g driverless selfdriv selfdrivingcar startup technolog driverlesscar robot startup transport mobil,0.999,"['Tesla, in arrivo aumenti di prezzo per l’Autopilot electricvehicles guidaautonoma autonomous SmartCity AI IoT Robotics tech 5G driverless selfdriving SelfDrivingCars startup technology DriverlessCars Robots startups transport mobility']",[0.999]
2425,2425,4.0,0.2256,"car, vehicl, featur, make, road, requir, mile, current, accid, 1","['exclus', '6', 'first', 'injuri', 'utah', 'new', 'driverless', 'shuttl', 'make', 'chang', 'confid', 'safeti', 'shuttl', 'also', 'taken', 'addit', 'precaut', 'make', 'sure', 'someth', 'like', 'like', 'happen']","EXCLUSIVE @KUTV2News at 6: First injury from Utah’s new driverless shuttle and @UtahDOT is making changes.

“We’re very confident in the safety of the shuttle, but we’ve also taken some additional precautions to make sure that something like this is not likely to happen again.” https://t.co/gilNlvtry0",exclus 6 first injuri utah new driverless shuttl make chang confid safeti shuttl also taken addit precaut make sure someth like like happen,-0.095,"['EXCLUSIVE at 6: First injury from Utah’s new driverless shuttle and is making changes.', '“We’re very confident in the safety of the shuttle, but we’ve also taken some additional precautions to make sure that something like this is not likely to happen again.”']","[-0.97, 0.779]"
